0.000000,1.000000
-0.039860,1.001185
-0.101162,0.996226
-0.404384,0.927140
-0.330109,0.965806
-0.277240,0.992726
-0.225666,1.018779
-0.167136,1.048317
-0.076905,1.094272
-0.279747,0.986146
-0.228216,1.011812
-0.170902,1.040113
-0.086387,1.081672
-0.596459,0.828346
-0.637333,0.803890
-0.661902,0.788307
-0.680582,0.775911
-0.695731,0.765432
-0.708498,0.756250
-0.719492,0.748035
-0.729084,0.740599
-0.737561,0.733782
-0.745069,0.727517
-0.751769,0.721721
-0.757788,0.716329
-0.763235,0.711280
-0.768116,0.706583
-0.772554,0.702163
-0.776589,0.698010
-0.780241,0.694116
-0.783579,0.690436
-0.786623,0.686967
-0.789400,0.683696
-0.791933,0.680605
-0.794250,0.677685
-0.796375,0.674921
-0.798314,0.672312
-0.800092,0.669844
-0.801729,0.667504
-0.803230,0.665289
-0.804608,0.663191
-0.805869,0.661208
-0.807033,0.659327
-0.808104,0.657544
-0.809091,0.655853
-0.810000,0.654249
-0.810838,0.652730
-0.811611,0.651288
-0.812325,0.649921
-0.812986,0.648623
-0.813595,0.647393
-0.814160,0.646224
-0.814682,0.645116
-0.815164,0.644066
-0.815613,0.643068
-0.816030,0.642120
-0.816416,0.641222
-0.816773,0.640370
-0.817105,0.639561
-0.817414,0.638793
-0.817700,0.638064
-0.817968,0.637372
-0.818217,0.636714
-0.818449,0.636091
-0.818665,0.635499
-0.818867,0.634936
-0.819055,0.634403
-0.819230,0.633896
-0.819394,0.633415
-0.819548,0.632957
-0.819692,0.632523
-0.819826,0.632111
-0.819952,0.631719
-0.820071,0.631347
-0.820181,0.630995
-0.820284,0.630660
-0.820381,0.630342
-0.820473,0.630039
-0.820559,0.629752
-0.820639,0.629480
-0.820714,0.629221
-0.820786,0.628975
-0.820852,0.628741
-0.820915,0.628519
-0.820974,0.628309
-0.821030,0.628108
-0.821083,0.627918
-0.821133,0.627738
-0.821179,0.627566
-0.821223,0.627404
-0.821265,0.627249
-0.821304,0.627102
-0.821341,0.626962
-0.821376,0.626830
-0.821409,0.626704
-0.821440,0.626584
-0.821470,0.626471
-0.821498,0.626362
-0.821524,0.626260
-0.821549,0.626162
-0.821573,0.626070
-0.821595,0.625982
-0.821616,0.625898
-0.821636,0.625819
-0.821655,0.625744
-0.821673,0.625672
-0.821690,0.625604
-0.821706,0.625539
-0.821721,0.625478
-0.821736,0.625420
-0.821749,0.625364
-0.821762,0.625312
-0.821775,0.625262
-0.821786,0.625214
-0.821797,0.625169
-0.821808,0.625126
-0.821818,0.625086
-0.821827,0.625047
-0.821836,0.625010
-0.821844,0.624975
-0.821852,0.624942
-0.821860,0.624911
-0.821867,0.624881
-0.821874,0.624852
-0.821880,0.624825
-0.821886,0.624800
-0.821892,0.624775
-0.821898,0.624752
-0.821903,0.624730
-0.821908,0.624709
-0.821913,0.624690
-0.821917,0.624671
-0.821921,0.624653
-0.821926,0.624636
-0.821929,0.624620
-0.821933,0.624604
-0.821936,0.624590
-0.821940,0.624576
-0.821943,0.624563
-0.821946,0.624550
-0.821949,0.624538
-0.821951,0.624527
-0.821954,0.624516
-0.821956,0.624506
-0.821958,0.624497
-0.821961,0.624487
-0.821963,0.624479
-0.821965,0.624470
-0.821966,0.624462
-0.821968,0.624455
-0.821970,0.624448
-0.821972,0.624441
-0.821973,0.624435
-0.821974,0.624429
-0.821976,0.624423
-0.821977,0.624417
-0.821978,0.624412
-0.821979,0.624407
-0.821981,0.624402
