-0.821982,0.624398
-0.821983,0.624394
-0.821984,0.624390
-0.821984,0.624386
-0.821985,0.624382
-0.821986,0.624379
-0.821987,0.624375
-0.821988,0.624372
-0.821988,0.624369
-0.821989,0.624366
-0.821990,0.624364
-0.821990,0.624361
-0.821991,0.624359
-0.821991,0.624357
-0.821992,0.624354
-0.821992,0.624352
-0.821993,0.624350
-0.821993,0.624348
-0.821994,0.624347
-0.821994,0.624345
-0.821994,0.624343
-0.821995,0.624342
-0.821995,0.624340
-0.821995,0.624339
-0.821996,0.624338
-0.821996,0.624336
-0.821996,0.624335
-0.821997,0.624334
-0.821997,0.624333
-0.821997,0.624332
-0.821997,0.624331
-0.821998,0.624330
-0.821998,0.624329
-0.821998,0.624328
-0.821998,0.624328
-0.821998,0.624327
-0.821998,0.624326
-0.821999,0.624326
-0.821999,0.624325
-0.821999,0.624324
-0.821999,0.624324
-0.821999,0.624323
-0.821999,0.624323
-0.821999,0.624322
-0.821999,0.624322
-0.822000,0.624321
-0.822000,0.624321
-0.822000,0.624320
-0.822000,0.624320
-0.822000,0.624320
-0.822000,0.624319
-0.822000,0.624319
-0.822000,0.624319
-0.822000,0.624318
-0.822000,0.624318
-0.822000,0.624318
-0.822000,0.624318
-0.822000,0.624317
-0.822001,0.624317
-0.822001,0.624317
-0.822001,0.624317
-0.822001,0.624317
-0.822001,0.624316
-0.822001,0.624316
-0.822001,0.624316
-0.822001,0.624316
-0.822001,0.624316
-0.822001,0.624316
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624315
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624314
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822001,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
-0.822002,0.624313
