-0.822002,0.624313
-0.930742,0.714732
-1.030742,0.803298
-1.047298,0.902068
-1.004554,0.993293
-0.943595,1.073657
-0.877826,1.149248
-0.810169,1.221578
-0.741705,1.291579
-0.673494,1.359934
-0.606360,1.426499
-0.541100,1.490197
-0.480090,1.545964
-0.476298,1.536091
-0.477762,1.526270
-0.481574,1.517459
-0.487213,1.509818
-0.493787,1.502756
-0.500660,1.495850
-0.507568,1.488967
-0.514453,1.482095
-0.521311,1.475244
-0.528143,1.468424
-0.534942,1.461643
-0.541694,1.454916
-0.548381,1.448268
-0.554966,1.441752
-0.561372,1.435498
-0.561970,1.436350
-0.562169,1.437308
-0.562013,1.438277
-0.561418,1.438928
-0.560681,1.439582
-0.560013,1.440275
-0.559348,1.440935
-0.558678,1.441593
-0.558041,1.442224
-0.557979,1.442144
-0.557948,1.442055
-0.557952,1.441955
-0.558014,1.441899
-0.558091,1.441830
-0.558150,1.441762
-0.558220,1.441701
-0.558278,1.441637
-0.558285,1.441646
-0.558286,1.441656
-0.558284,1.441666
-0.558279,1.441674
-0.558272,1.441681
-0.558265,1.441688
-0.558258,1.441694
-0.558252,1.441701
-0.558245,1.441708
-0.558238,1.441715
-0.558231,1.441721
-0.558225,1.441728
-0.558219,1.441734
-0.558218,1.441733
-0.558218,1.441732
-0.558218,1.441731
-0.558219,1.441730
-0.558220,1.441730
-0.558220,1.441729
-0.558221,1.441728
-0.558222,1.441728
-0.558222,1.441727
-0.558223,1.441726
-0.558224,1.441726
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441725
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
-0.558224,1.441726
