-2.500000,-1.000000,7208.743839
-2.500000,-0.900000,5014.301404
-2.500000,-0.800000,3537.047064
-2.500000,-0.700000,2530.171559
-2.500000,-0.600000,1835.423767
-2.500000,-0.500000,1350.199854
-2.500000,-0.400000,1007.241620
-2.500000,-0.300000,761.980410
-2.500000,-0.200000,584.563967
-2.500000,-0.100000,454.781551
-2.500000,-0.000000,358.802519
-2.500000,0.100000,287.062662
-2.500000,0.200000,232.884804
-2.500000,0.300000,191.571100
-2.500000,0.400000,159.794566
-2.500000,0.500000,135.177397
-2.500000,0.600000,115.993001
-2.500000,0.700000,100.963936
-2.500000,0.800000,89.136427
-2.500000,0.900000,79.803021
-2.500000,1.000000,72.445268
-2.500000,1.100000,66.684402
-2.500000,1.200000,62.241819
-2.500000,1.300000,58.911997
-2.500000,1.400000,56.545700
-2.500000,1.500000,55.039441
-2.500000,1.600000,54.328567
-2.500000,1.700000,54.382924
-2.500000,1.800000,55.204816
-2.500000,1.900000,56.829196
-2.500000,2.000000,59.326151
-2.500000,2.100000,62.805974
-2.500000,2.200000,67.427315
-2.500000,2.300000,73.409268
-2.500000,2.400000,81.048699
-2.500000,2.500000,90.744712
-2.500000,2.600000,103.033090
-2.500000,2.700000,118.634840
-2.500000,2.800000,138.524915
-2.500000,2.900000,164.030142
-2.400000,-1.000000,5218.941937
-2.400000,-0.900000,3652.069228
-2.400000,-0.800000,2591.640855
-2.400000,-0.700000,1865.040987
-2.400000,-0.600000,1361.057435
-2.400000,-0.500000,1007.241701
-2.400000,-0.400000,755.881784
-2.400000,-0.300000,575.219457
-2.400000,-0.200000,443.891458
-2.400000,-0.100000,347.372193
-2.400000,-0.000000,275.674410
-2.400000,0.100000,221.853650
-2.400000,0.200000,181.034787
-2.400000,0.300000,149.776655
-2.400000,0.400000,125.644708
-2.400000,0.500000,106.903023
-2.400000,0.600000,92.284339
-2.400000,0.700000,80.834338
-2.400000,0.800000,71.826526
-2.400000,0.900000,64.719537
-2.400000,1.000000,59.122499
-2.400000,1.100000,54.756313
-2.400000,1.200000,51.418833
-2.400000,1.300000,48.961756
-2.400000,1.400000,47.278147
-2.400000,1.500000,46.295737
-2.400000,1.600000,45.972811
-2.400000,1.700000,46.295752
-2.400000,1.800000,47.278243
-2.400000,1.900000,48.962280
-2.400000,2.000000,51.421183
-2.400000,2.100000,54.764940
-2.400000,2.200000,59.148439
-2.400000,2.300000,64.783452
-2.400000,2.400000,71.955668
-2.400000,2.500000,81.048699
-2.400000,2.600000,92.577877
-2.400000,2.700000,107.237950
-2.400000,2.800000,125.970808
-2.400000,2.900000,150.062249
-2.300000,-1.000000,3831.646842
-2.300000,-0.900000,2697.414840
-2.300000,-0.800000,1925.701875
-2.300000,-0.700000,1394.142094
-2.300000,-0.600000,1023.518932
-2.300000,-0.500000,761.980791
-2.300000,-0.400000,575.219850
-2.300000,-0.300000,440.298465
-2.300000,-0.200000,341.725435
-2.300000,-0.100000,268.930190
-2.300000,-0.000000,214.615765
-2.300000,0.100000,173.679044
-2.300000,0.200000,142.511303
-2.300000,0.300000,118.553059
-2.300000,0.400000,99.998688
-2.300000,0.500000,85.569595
-2.300000,0.600000,74.326663
-2.300000,0.700000,65.541851
-2.300000,0.800000,58.643194
-2.300000,0.900000,53.202589
-2.300000,1.000000,48.920418
-2.300000,1.100000,45.592604
-2.300000,1.200000,43.075847
-2.300000,1.300000,41.265623
-2.300000,1.400000,40.086770
-2.300000,1.500000,39.490085
-2.300000,1.600000,39.450634
-2.300000,1.700000,39.966843
-2.300000,1.800000,41.060648
-2.300000,1.900000,42.779123
-2.300000,2.000000,45.197881
-2.300000,2.100000,48.426646
-2.300000,2.200000,52.617576
-2.300000,2.300000,57.977222
-2.300000,2.400000,64.783452
-2.300000,2.500000,73.409268
-2.300000,2.600000,84.356360
-2.300000,2.700000,98.302573
